Price,Status,Area,Rate per sqft,Property Type,Locality,Builder Name,RERA Approval,BHK_Count,Socity,Company Name,Flat Type
4500000.0,Ready to move,920,"4,891 ",3 BHK Apartment,Sector 3A,seller,Not approved by RERA,3.0,Outside Socity,Outside,Plot
4500000.0,Ready to move,920,"4,891 ",3 BHK Apartment,Sector 3A,home,Not approved by RERA,3.0,Outside Socity,Outside,Plot
4500000.0,Ready to move,920,"4,891 ",3 BHK Apartment,Sector 3A,Property In Gurgaon,Not approved by RERA,3.0,Outside Socity,Outside,Plot
4500000.0,Ready to move,2000,"2,250 ",3 BHK Apartment,Sector 3A,properties for sale in Gurgaon,Not approved by RERA,3.0,Outside Socity,Outside,Plot
4500000.0,Ready to move,1000,"4,500 ",2 BHK Apartment,Sector 69,seller,Not approved by RERA,2.0,Outside Socity,Outside,Plot
4500000.0,Ready to move,1000,"4,500 ",2 BHK Apartment,Sector 69,seller,Not approved by RERA,2.0,Outside Socity,Outside,Plot
4500000.0,Ready to move,1000,"4,500 ",2 BHK Apartment,Sector 69,seller,Not approved by RERA,2.0,Outside Socity,Outside,Plot
5600000.0,Ready to move,1100,"5,090 ",3 BHK Independent Floor,Sector 69,seller,Not approved by RERA,3.0,Outside Socity,Outside,Plot
5600000.0,Ready to move,1100,"5,090 ",3 BHK Independent Floor,Sector 69,seller,Not approved by RERA,3.0,Outside Socity,Outside,Plot
5600000.0,Ready to move,1100,"5,090 ",3 BHK Independent Floor,Sector 69,seller,Not approved by RERA,3.0,Outside Socity,Outside,Plot
5600000.0,Ready to move,1100,"5,090 ",3 BHK Independent Floor,Sector 69,seller,Not approved by RERA,3.0,Outside Socity,Outside,Plot
5600000.0,Ready to move,1100,"5,090 ",3 BHK Independent Floor,Sector 69,seller,Not approved by RERA,3.0,Outside Socity,Outside,Plot
9000000.0,Ready to move,1250,"7,200 ",3 BHK Independent Floor in BPTP Astaire Garden Plots,Sector 70A,seller,Not approved by RERA,3.0, BPTP Astaire Garden Plots,BPTP,Floor
4500000.0,Ready to move,2000,"2,250 ",3 BHK Apartment,Sector 3A,seller,Not approved by RERA,3.0,Outside Socity,Outside,Plot
4500000.0,Ready to move,2000,"2,250 ",3 BHK Apartment,Sector 3A,seller,Not approved by RERA,3.0,Outside Socity,Outside,Plot
74900000.0,Under Construction,3800,"19,736 ",4 BHK Apartment in DLF The Arbour,Sector 63,seller,Approved by RERA,4.0, DLF The Arbour,DLF,Apartment
74900000.0,Under Construction,3800,"19,736 ",4 BHK Apartment in DLF The Arbour,Sector 63,seller,Approved by RERA,4.0, DLF The Arbour,DLF,Apartment
74900000.0,Under Construction,3800,"19,736 ",4 BHK Apartment in DLF The Arbour,Sector 63,seller,Approved by RERA,4.0, DLF The Arbour,DLF,Apartment
9231000.0,Under Construction,1211,"7,623 ",2 BHK Apartment in Signature Global City 79 B,Sector 79,Superb Solution Providers Pvt Ltd,Approved by RERA,2.0, Signature Global City 79 B,Signature,Apartment
13899999.999999998,Under Construction,2408,"5,784 ",3 BHK Apartment in Signature Global City 79 B,Sector 79,Superb Solution Providers Pvt Ltd,Approved by RERA,3.0, Signature Global City 79 B,Signature,Apartment
12100000.0,Under Construction,2035,"5,978 ",3 BHK Apartment in Signature Global City 79 B,Sector 79,Superb Solution Providers Pvt Ltd,Approved by RERA,3.0, Signature Global City 79 B,Signature,Apartment
11399999.999999998,Under Construction,1556,"7,372 ",3 BHK Apartment in Signature Global City 79 B,Sector 79,home,Approved by RERA,3.0, Signature Global City 79 B,Signature,Apartment
9786000.0,Under Construction,1566,"6,249 ",2 BHK Apartment in Signature Global City 79 B,Sector 79,Property In Gurgaon,Approved by RERA,2.0, Signature Global City 79 B,Signature,Apartment
13100000.0,Under Construction,1831,"7,170 ",3 BHK Apartment in Signature Global City 79 B,Sector 79,properties for sale in Gurgaon,Approved by RERA,3.0, Signature Global City 79 B,Signature,Apartment
80100000.0,Under Construction,3956,"20,252 ",4 BHK Apartment in DLF The Arbour,Sector 63,Sharma realtors solution,Approved by RERA,4.0, DLF The Arbour,DLF,Apartment
79900000.0,Under Construction,3950,"20,253 ",4 BHK Apartment in DLF The Arbour,Sector 63,Sharma realtors solution,Approved by RERA,4.0, DLF The Arbour,DLF,Apartment
76900000.0,Under Construction,3800,"20,253 ",4 BHK Apartment in DLF The Arbour,Sector 63,Sharma realtors solution,Approved by RERA,4.0, DLF The Arbour,DLF,Apartment
76900000.0,Under Construction,3800,"20,253 ",4 BHK Apartment in DLF The Arbour,Sector 63,SM Realty,Approved by RERA,4.0, DLF The Arbour,DLF,Apartment
17500000.0,Ready to move,1405,"12,500 ",2 BHK Apartment in Godrej Air Phase I,Sector 85,SM Realty,Not approved by RERA,2.0, Godrej Air Phase I,Godrej,Apartment
19500000.0,Ready to move,1930,"10,103 ",3 BHK Apartment in DLF The Skycourt,Sector 86,SM Realty,Not approved by RERA,3.0, DLF The Skycourt,DLF,Apartment
15900000.0,Ready to move,1890,"8,412 ",3 BHK Apartment in SS The Coralwood,Sector 84,SM Realty,Not approved by RERA,3.0, SS The Coralwood,SS,Apartment
16500000.0,Ready to move,1890,"8,730 ",3 BHK Apartment in SS The Coralwood,Sector 84,Impex Estates India Private Limited,Not approved by RERA,3.0, SS The Coralwood,SS,Apartment
25000000.0,Ready to move,2475,"10,101 ",4 BHK Apartment in Bestech Park View Sanskruti,Sector 92,Impex Estates India Private Limited,Not approved by RERA,4.0, Bestech Park View Sanskruti,Bestech,Apartment
39500000.0,Under Construction,3051,"12,946 ",3 BHK Apartment in Ganga Nandaka,Sector 84,Impex Estates India Private Limited,Approved by RERA,3.0, Ganga Nandaka,Ganga,Apartment
12700000.0,Under Construction,1075,"11,813 ",2 BHK Apartment in Signature Global City 81 Phase 2,Sector 81,Impex Estates India Private Limited,Approved by RERA,2.0, Signature Global City 81 Phase 2,Signature,Apartment
14000000.0,Under Construction,1190,"11,813 ",3 BHK Apartment in Signature Global City 81 Phase 2,Sector 81,Impex Estates India Private Limited,Approved by RERA,3.0, Signature Global City 81 Phase 2,Signature,Apartment
19500000.0,Ready to move,3800,"5,131 ",3 BHK Apartment in Central Park Flower Valley,Sector 33 Sohna,Impex Estates India Private Limited,Not approved by RERA,3.0, Central Park Flower Valley,Central,Apartment
6000000.0,Ready to move,900,"6,666 ",3 BHK Apartment in GLS Avenue 51,Sector 92,Corvous India Infratech Pvt Ltd,Not approved by RERA,3.0, GLS Avenue 51,GLS,Apartment
19500000.0,Ready to move,1550,"12,580 ",2 BHK Apartment in Puri Emerald Bay,Sector 104,Corvous India Infratech Pvt Ltd,Not approved by RERA,2.0, Puri Emerald Bay,Puri,Apartment
11000000.0,Under Construction,1190,"9,243 ",2 BHK Apartment in Signature Global City 92 2,Sector 92,Urbankasa,Approved by RERA,2.0, Signature Global City 92 2,Signature,Apartment
9900000.0,Ready to move,1366,"7,247 ",2 BHK Apartment in M3M Woodshire,Sector 107,Yoga reality,Not approved by RERA,2.0, M3M Woodshire,M3M,Apartment
11500000.0,Ready to move,1470,"7,823 ",3 BHK Apartment in BPTP Park Generation,Sector 37D,home,Not approved by RERA,3.0, BPTP Park Generation,BPTP,Apartment
43000000.0,Ready to move,2720,"15,808 ",4 BHK Apartment in Godrej Meridien,Sector 106,Property In Gurgaon,Not approved by RERA,4.0, Godrej Meridien,Godrej,Apartment
19000000.0,Ready to move,2361,"8,047 ",3 BHK Apartment in M3M Woodshire,Sector 107,properties for sale in Gurgaon,Not approved by RERA,3.0, M3M Woodshire,M3M,Apartment
49000000.0,Ready to move,6300,"7,777 ",4 BHK Independent Floor in Ansal Esencia,Sector 67,Sagar,Not approved by RERA,4.0, Ansal Esencia,Ansal,Floor
35000000.0,Ready to move,1350,"25,925 ",3 BHK Villa in Eros Rosewood Villas,Sector 49,Bhoomi Realtors,Not approved by RERA,3.0, Eros Rosewood Villas,Eros,Villa
120000000.0,Ready to move,6500,"18,461 ",5 BHK Villa in Tata Raisina Residency,Sector 59,Bhoomi Realtors,Not approved by RERA,5.0, Tata Rais,Tata,Villa
22500000.0,Ready to move,2660,"8,458 ",3 BHK Apartment in Bestech Park View Grand Spa,Sector 81,Nayra Realtors,Not approved by RERA,3.0, Bestech Park View Grand Spa,Bestech,Apartment
17000000.0,Ready to move,1825,"9,315 ",3 BHK Apartment in Godrej Icon,Sector 88A,Nayra Realtors,Not approved by RERA,3.0, Godrej Icon,Godrej,Apartment
31000000.0,Ready to move,3185,"9,733 ",4 BHK Apartment in Bestech Park View Grand Spa,Sector 81,Keshri Real Tech,Not approved by RERA,4.0, Bestech Park View Grand Spa,Bestech,Apartment
14500000.0,Ready to move,1572,"9,223 ",3 BHK Apartment in Godrej 101,Sector 79,Sagar,Not approved by RERA,3.0, Godrej 101,Godrej,Apartment
15000000.0,Ready to move,1741,"8,615 ",2 BHK Apartment in SS The Leaf,Sector 85,Sagar,Not approved by RERA,2.0, SS The Leaf,SS,Apartment
35000000.0,Ready to move,2000,"17,500 ",3 BHK Apartment in Pioneer Park PH 1,Sector 61,Sagar,Not approved by RERA,3.0, Pioneer Park PH 1,Pioneer,Apartment
32500000.0,Ready to move,3470,"9,368 ",3 BHK Apartment in Bestech Park View Grand Spa,Sector 81,Sagar,Not approved by RERA,3.0, Bestech Park View Grand Spa,Bestech,Apartment
18000000.0,Ready to move,1760,"10,227 ",3 BHK Apartment in Paras Dews,Sector 106,Sagar,Not approved by RERA,3.0, Paras Dews,Paras,Apartment
30000000.0,Ready to move,2018,"14,866 ",3 BHK Apartment in M3M Skycity,Sector 65,ANGEL BRICKS,Not approved by RERA,3.0, M3M Skycity,M3M,Apartment
42500000.0,Ready to move,2700,"15,740 ",3 BHK Apartment in Adani Brahma Samsara Vilasa,Sector 63,Sagar,Not approved by RERA,3.0, Adani Brahma Samsara Vilasa,Adani,Apartment
135000000.0,Ready to move,4670,"28,907 ",4 BHK Apartment in Pioneer Araya,Sector 62,Sagar,Not approved by RERA,4.0, Pioneer Araya,Pioneer,Apartment
26000000.0,Ready to move,1800,"14,444 ",3 BHK Independent Floor in Anant Raj The Estate Floors,Sector 63,ANGEL BRICKS,Not approved by RERA,3.0, Anant Raj The Estate Floors,Anant,Floor
18500000.0,Ready to move,1836,"10,076 ",3 BHK Independent Floor in Reputed Builder Sushant Lok 3,Sector 57,ANGEL BRICKS,Not approved by RERA,3.0, Reputed Builder Sushant Lok 3,Reputed,Floor
66000000.0,Under Construction,3416,"19,320 ",4 BHK Apartment in Godrej Aristocrat,Sector 49,Sam Realtors,Approved by RERA,4.0, Godrej Aristocrat,Godrej,Apartment
3000000.0,Ready to move,450,"6,666 ",1 BHK Apartment in GLS Avenue 51,Sector 92,home,Not approved by RERA,1.0, GLS Avenue 51,GLS,Apartment
45000000.0,Under Construction,4500,"10,000 ",4 BHK Independent Floor in Uppal Southend,Sector 49,Property In Gurgaon,Approved by RERA,4.0, Uppal Southend,Uppal,Floor
46100000.0,Ready to move,3969,"11,615 ",4 BHK Independent Floor in Unitown Trehan Luxury Floor 63,Sector 63,properties for sale in Gurgaon,Not approved by RERA,4.0, Unitown Trehan Luxury Floor 63,Unitown,Floor
41000000.0,Ready to move,3240,"12,654 ",4 BHK Independent Floor in Unitech South City II,Sector 49,Yoga reality,Not approved by RERA,4.0, Unitech South City II,Unitech,Floor
36800000.0,Ready to move,2375,"15,494 ",3 BHK Apartment in Tata Raisina Residency,Sector 59,Keshri Real Tech,Not approved by RERA,3.0, Tata Rais,Tata,Apartment
80000000.0,Ready to move,6000,"13,333 ",6 BHK Apartment in Tata Raisina Residency,Sector 59,Keshri Real Tech,Not approved by RERA,6.0, Tata Rais,Tata,Apartment
15000000.0,Ready to move,1480,"10,135 ",2 BHK Apartment in Microtek Greenburg,Sector 86,Keshri Real Tech,Not approved by RERA,2.0, Microtek Greenburg,Microtek,Apartment
20000000.0,Ready to move,2230,"8,968 ",4 BHK Apartment in DLF New Town Heights,Sector 86,Keshri Real Tech,Not approved by RERA,4.0, DLF New Town Heights,DLF,Apartment
75000000.0,Ready to move,5000,"15,000 ",5 BHK Villa,Kadarpur,Keshri Real Tech,Not approved by RERA,5.0,Outside Socity,Outside,Plot
23000000.0,Ready to move,1920,"11,979 ",3 BHK Apartment in Ireo The Corridors,Sector 67,Sagar,Not approved by RERA,3.0, Ireo The Corridors,Ireo,Apartment
32000000.0,Ready to move,2300,"13,913 ",4 BHK Apartment in Bestech Park View Spa Next,Sector 67,Sagar,Not approved by RERA,4.0, Bestech Park View Spa Next,Bestech,Apartment
21000000.0,Ready to move,2366,"8,875 ",3 BHK Apartment in Godrej 101,Sector 79,ANGEL BRICKS,Not approved by RERA,3.0, Godrej 101,Godrej,Apartment
36000000.0,Ready to move,2045,"17,603 ",3 BHK Apartment in Ireo Skyon,Sector 60,ANGEL BRICKS,Not approved by RERA,3.0, Ireo Skyon,Ireo,Apartment
22500000.0,Ready to move,1508,"14,920 ",3 BHK Apartment in Dhoot Time Residency,Sector 63,ANGEL BRICKS,Not approved by RERA,3.0, Dhoot Time Residency,Dhoot,Apartment
40500000.0,Under Construction,1946,"20,811 ",3 BHK Apartment in Krisumi Waterfall Residences,Sector 36A,Sagar,Approved by RERA,3.0, Krisumi Waterfall Residences,Krisumi,Apartment
25000000.0,Under Construction,1831,"13,653 ",3 BHK Apartment in Shapoorji Pallonji Joyville Phase 1,Sector 102,Homes solution,Approved by RERA,3.0, Shapoorji Pallonji Joyville Phase 1,Shapoorji,Apartment
43000000.0,Under Construction,2100,"20,476 ",3 BHK Apartment in M3M Mansion,Sector 113,Homes solution,Approved by RERA,3.0, M3M Mansion,M3M,Apartment
12000000.0,Ready to move,1550,"7,741 ",2 BHK Apartment in Pareena Coban Residences,Sector 99A,ANGEL BRICKS,Not approved by RERA,2.0, Pareena Coban Residences,Pareena,Apartment
16900000.0,Ready to move,2150,"7,860 ",3 BHK Apartment in Pareena Express Heights,Sector 99A,ANGEL BRICKS,Not approved by RERA,3.0, Pareena Express Heights,Pareena,Apartment
65000000.0,Ready to move,2905,"22,375 ",4 BHK Apartment in Tata Primanti,Sector 72,ANGEL BRICKS,Not approved by RERA,4.0, Tata Primanti,Tata,Apartment
32599999.999999996,Under Construction,1555,"21,000 ",3 BHK Apartment in M3M M3M Crown,Sector 111,home,Approved by RERA,3.0, M3M M3M Crown,M3M,Apartment
52699999.99999999,Under Construction,2510,"21,000 ",4 BHK Apartment in M3M M3M Crown,Sector 111,Property In Gurgaon,Approved by RERA,4.0, M3M M3M Crown,M3M,Apartment
286000000.0,Under Construction,1300,"2,20,000 ",2 BHK Apartment in M3M Capital,Sector 113,properties for sale in Gurgaon,Approved by RERA,2.0, M3M Capital,M3M,Apartment
292600000.0,Under Construction,1330,"2,20,000 ",2 BHK Apartment in M3M Capital,Sector 113,Khushi Housing Solutions Pvt Ltd,Approved by RERA,2.0, M3M Capital,M3M,Apartment
453200000.0,Under Construction,2060,"2,20,000 ",4 BHK Apartment in M3M Capital,Sector 113,Khushi Housing Solutions Pvt Ltd,Approved by RERA,4.0, M3M Capital,M3M,Apartment
366300000.0,Under Construction,1665,"2,20,000 ",3 BHK Apartment in M3M Capital,Sector 113,Khushi Housing Solutions Pvt Ltd,Approved by RERA,3.0, M3M Capital,M3M,Apartment
505500000.0,Under Construction,2298,"2,20,000 ",4 BHK Apartment in M3M Capital,Sector 113,Khushi Housing Solutions Pvt Ltd,Approved by RERA,4.0, M3M Capital,M3M,Apartment
462000000.0,Under Construction,2100,"2,20,000 ",4 BHK Apartment in M3M Capital,Sector 113,Khushi Housing Solutions Pvt Ltd,Approved by RERA,4.0, M3M Capital,M3M,Apartment
372900000.0,Under Construction,1695,"2,20,000 ",3 BHK Apartment in M3M Capital,Sector 113,Khushi Housing Solutions Pvt Ltd,Approved by RERA,3.0, M3M Capital,M3M,Apartment
452100000.0,Under Construction,2055,"2,20,000 ",4 BHK Apartment in M3M Capital,Sector 113,Khushi Housing Solutions Pvt Ltd,Approved by RERA,4.0, M3M Capital,M3M,Apartment
288200000.0,Under Construction,1310,"2,20,000 ",2 BHK Apartment in M3M Capital,Sector 113,Khushi Housing Solutions Pvt Ltd,Approved by RERA,2.0, M3M Capital,M3M,Apartment
494700000.0,Under Construction,2249,"2,20,000 ",4 BHK Apartment in M3M Capital,Sector 113,Khushi Housing Solutions Pvt Ltd,Approved by RERA,4.0, M3M Capital,M3M,Apartment
363000000.0,Under Construction,1650,"2,20,000 ",3 BHK Apartment in M3M Capital,Sector 113,Khushi Housing Solutions Pvt Ltd,Approved by RERA,3.0, M3M Capital,M3M,Apartment
374000000.0,Under Construction,1700,"2,20,000 ",3 BHK Apartment in M3M Capital,Sector 113,Khushi Housing Solutions Pvt Ltd,Approved by RERA,3.0, M3M Capital,M3M,Apartment
30800000.0,Under Construction,2090,"14,750 ",3 BHK Apartment in M3M Golf Hills Phase 1,Sector 79,Khushi Housing Solutions Pvt Ltd,Approved by RERA,3.0, M3M Golf Hills Phase 1,M3M,Apartment
20900000.0,Under Construction,1420,"14,750 ",2 BHK Apartment in M3M Golf Hills Phase 1,Sector 79,Khushi Housing Solutions Pvt Ltd,Approved by RERA,2.0, M3M Golf Hills Phase 1,M3M,Apartment
38700000.0,Under Construction,2630,"14,750 ",4 BHK Apartment in M3M Golf Hills Phase 1,Sector 79,Khushi Housing Solutions Pvt Ltd,Approved by RERA,4.0, M3M Golf Hills Phase 1,M3M,Apartment
27599999.999999996,Ready to move,1370,"20,200 ",3 BHK Apartment in Godrej Air,Sector 85,Empire Landbase,Not approved by RERA,3.0, Godrej Air,Godrej,Apartment
21000000.0,Ready to move,1044,"20,200 ",2 BHK Apartment in Godrej Air,Sector 85,Empire Landbase,Not approved by RERA,2.0, Godrej Air,Godrej,Apartment
27700000.0,Ready to move,1376,"20,200 ",3 BHK Apartment in Godrej Air,Sector 85,Empire Landbase,Not approved by RERA,3.0, Godrej Air,Godrej,Apartment
26500000.0,Ready to move,1313,"20,200 ",3 BHK Apartment in Godrej Air,Sector 85,home,Not approved by RERA,3.0, Godrej Air,Godrej,Apartment
39400000.0,Ready to move,1951,"20,200 ",4 BHK Apartment in Godrej Air,Sector 85,Property In Gurgaon,Not approved by RERA,4.0, Godrej Air,Godrej,Apartment
39300000.0,Ready to move,1950,"20,200 ",4 BHK Apartment in Godrej Air,Sector 85,properties for sale in Gurgaon,Not approved by RERA,4.0, Godrej Air,Godrej,Apartment
31900000.0,Ready to move,1582,"20,200 ",3 BHK Apartment in Godrej Air,Sector 85,Akhilesh Sharma,Not approved by RERA,3.0, Godrej Air,Godrej,Apartment
37100000.0,Ready to move,1841,"20,200 ",4 BHK Apartment in Godrej Air,Sector 85,Akhilesh Sharma,Not approved by RERA,4.0, Godrej Air,Godrej,Apartment
26000000.0,Ready to move,1292,"20,200 ",3 BHK Apartment in Godrej Air,Sector 85,Akhilesh Sharma,Not approved by RERA,3.0, Godrej Air,Godrej,Apartment
43000000.0,Ready to move,2129,"20,200 ",3 BHK Apartment in Godrej Air,Sector 85,Akhilesh Sharma,Not approved by RERA,3.0, Godrej Air,Godrej,Apartment
36900000.0,Ready to move,1829,"20,200 ",3 BHK Apartment in Godrej Air,Sector 85,Akhilesh Sharma,Not approved by RERA,3.0, Godrej Air,Godrej,Apartment
52400000.0,Ready to move,2599,"20,200 ",4 BHK Apartment in Godrej Air,Sector 85,Akhilesh Sharma,Not approved by RERA,4.0, Godrej Air,Godrej,Apartment
30400000.0,Ready to move,1507,"20,212 ",3 BHK Apartment in Godrej Air,Sector 85,Akhilesh Sharma,Not approved by RERA,3.0, Godrej Air,Godrej,Apartment
19900000.0,Ready to move,990,"20,200 ",2 BHK Apartment in Godrej Air,Sector 85,Akhilesh Sharma,Not approved by RERA,2.0, Godrej Air,Godrej,Apartment
28000000.0,Ready to move,1390,"20,200 ",2 BHK Apartment in Godrej Air,Sector 85,Akhilesh Sharma,Not approved by RERA,2.0, Godrej Air,Godrej,Apartment
25500000.0,Ready to move,1263,"20,200 ",2 BHK Apartment in Godrej Air,Sector 85,Akhilesh Sharma,Not approved by RERA,2.0, Godrej Air,Godrej,Apartment
18400000.0,Under Construction,1171,"15,798 ",2 BHK Apartment in M3M Antalya Hills ,Sector 79,Akhilesh Sharma,Approved by RERA,2.0, M3M Antalya Hills ,M3M,Apartment
17900000.0,Under Construction,1138,"15,817 ",2 BHK Apartment in M3M Antalya Hills ,Sector 79,Akhilesh Sharma,Approved by RERA,2.0, M3M Antalya Hills ,M3M,Apartment
24200000.0,Under Construction,1528,"15,838 ",3 BHK Apartment in M3M Antalya Hills ,Sector 79,Akhilesh Sharma,Approved by RERA,3.0, M3M Antalya Hills ,M3M,Apartment
24900000.000000004,Under Construction,1642,"15,225 ",3 BHK Apartment in M3M Antalya Hills ,Sector 79,Akhilesh Sharma,Approved by RERA,3.0, M3M Antalya Hills ,M3M,Apartment
19000000.0,Under Construction,1213,"15,664 ",2 BHK Apartment in M3M Antalya Hills ,Sector 79,Akhilesh Sharma,Approved by RERA,2.0, M3M Antalya Hills ,M3M,Apartment
23900000.0,Under Construction,1518,"15,810 ",3 BHK Apartment in M3M Antalya Hills ,Sector 79,Akhilesh Sharma,Approved by RERA,3.0, M3M Antalya Hills ,M3M,Apartment
